acceptance_rate,account_age_months,activity_trend_ratio,activity_trend_ratio_1to5,avg_struggle_minutes,avg_struggle_minutes_1to5,burnout_flag,contests_per_month,current_rating,ds_solve_rate,ds_solve_rate_1to5,handle,math_solve_rate,math_solve_rate_1to5,max_rating,months_since_last_submission,post_drop_recovery,problems_solved_per_month,rating_volatility,rating_volatility_1to5,status_proxy,total_contests,total_problems_solved,total_submissions,upsolves_per_contest,upsolves_per_contest_1to5
0.583,22.6,0.31,2,1220.7,2,1,0.98,1043,0.542,4,441441c4cb0a140a,0.546,4,1043,4.5,-4.2,21.9,120.1,3,Stopped,15,335,611,0.667,4
0.656,32.9,0.15,1,2290.7,2,1,0.65,1287,0.553,4,5830e0032fe8dd78,0.637,5,1311,0.5,-7.8,20.82,101.1,4,Active,21,668,1147,0.667,4
0.325,51.7,0.55,2,57.9,4,0,0.5,1321,0.287,1,db28865086d9b231,0.28,1,1465,1.0,-2.5,5.56,139.6,2,Active,17,189,643,0.118,2
0.833,7.2,0.21,1,1.4,5,1,0.89,849,1.0,5,131adfee14b76644,0.721,5,849,0.0,0.0,17.03,122.7,3,Active,5,96,120,0.0,1
0.571,21.5,1.35,4,865.6,2,0,2.54,1166,0.397,3,e6b980cddbc276f3,0.601,4,1222,0.0,23.4,14.14,76.6,5,Active,54,301,538,0.315,3
0.363,29.9,0.16,1,2196.4,2,1,0.49,940,0.5,3,ffec06218018b534,0.333,1,976,14.5,12.0,5.06,168.0,1,Stopped,7,72,201,0.0,1
0.502,24.1,0.28,1,7.3,5,1,1.03,1254,0.364,2,57fbc492a6cde10e,0.527,3,1311,0.5,23.0,6.72,144.5,1,Active,19,124,249,0.053,2
0.545,9.3,0.53,2,3101.6,2,0,2.6,1137,0.281,1,b35f55af709e9ba0,0.632,4,1198,0.0,0.4,26.89,94.1,5,Active,24,248,486,1.125,5
0.562,57.4,0.1,1,4.1,5,1,0.4,1050,0.5,3,d80f1947c788f198,0.516,3,1050,28.8,18.3,1.63,132.7,2,Stopped,11,45,80,0.0,1
0.397,25.7,0.57,2,659.0,3,0,0.32,1306,0.333,2,dfc8875d9492369b,0.469,2,1365,0.0,-51.0,1.86,141.4,2,Active,8,47,121,0.5,4
0.367,8.6,3.68,5,1786.2,2,0,1.63,955,0.231,1,58c4e33a3935a48f,0.424,2,974,0.0,-15.7,11.42,118.3,3,Active,14,98,267,0.357,3
0.519,33.4,17.0,5,8.8,4,0,0.22,1506,0.5,3,b26ed58ac3b4f396,0.514,3,1506,0.5,0.0,0.87,161.2,1,Active,7,28,54,0.0,1
0.259,9.1,0.17,1,24.0,4,1,1.67,1002,0.0,1,da91d8db0f1c70ea,0.25,1,1002,0.6,8.0,3.46,111.8,4,Active,14,29,112,0.143,3
0.42,5.2,2.72,5,44.6,4,0,2.94,1381,0.674,5,7e15e555dee78a85,0.509,3,1431,0.1,42.5,21.96,117.0,3,Active,15,112,283,0.4,4
0.361,40.8,0.03,1,226.2,3,1,0.89,1776,0.239,1,134398dad2c65178,0.333,1,1776,0.2,37.2,4.12,90.1,5,Active,35,163,498,0.8,5
0.413,77.3,0.51,2,11961.4,1,0,3.99,1112,0.364,2,a505e9823a0437b2,0.42,2,1614,1.6,3.9,18.53,100.5,4,Active,302,1403,3708,0.493,4
0.781,7.9,1.05,4,34.4,4,0,1.8,1019,0.667,5,3313728bde2e1bfb,0.777,5,1098,0.0,0.0,24.3,132.3,2,Active,10,135,178,0.1,2
0.473,43.9,0.27,1,512.4,3,1,0.59,1662,0.488,3,97bd7dce4056deee,0.52,3,1662,3.1,75.9,8.78,115.7,3,Stopped,24,356,774,1.708,5
0.504,51.1,0.1,1,174.3,3,1,0.15,796,0.4,3,bbb015daa93a51a7,0.556,4,930,0.7,-59.5,6.39,163.1,1,Active,7,297,595,1.286,5
0.404,135.2,2.07,4,53491.8,1,0,0.11,1198,0.333,2,1ba9d1a3c23408c4,0.593,4,1198,9.4,0.0,0.67,148.2,1,Stopped,6,36,89,0.0,1
0.478,8.3,21.33,5,837.1,3,0,1.03,903,0.333,2,b21b714a83f112dd,0.419,2,1005,0.0,-39.0,3.99,140.0,2,Active,8,31,67,1.125,5
0.524,17.8,1.3,4,2479.5,2,0,3.56,1075,0.49,3,89e4d273a628ceab,0.534,3,1269,0.3,-0.6,32.16,73.6,5,Active,62,560,1252,1.145,5
0.7,1.3,0.67,3,6.6,5,0,5.0,942,0.7,5,ae0abbb678e7f34a,0.714,5,942,0.5,0.0,7.0,127.0,3,Active,5,7,10,0.0,1
0.736,3.5,2.11,4,9213.0,1,0,4.3,1681,0.568,4,9f70a2eaf714899f,0.752,5,1903,0.0,60.3,59.11,183.9,1,Active,15,206,280,1.4,5
0.411,18.0,2.23,5,2476.7,2,0,2.78,1206,0.423,3,a43698619a4e5cd4,0.412,2,1396,0.8,13.3,29.4,89.5,5,Active,46,486,1355,0.652,4
0.509,22.0,0.62,2,3936.9,1,0,2.5,1098,0.275,1,69ffaa88329f6d04,0.558,4,1405,1.2,-0.3,14.69,99.7,4,Active,52,305,601,0.058,2
0.227,26.5,0.83,3,0.0,5,0,0.45,547,0.0,1,d019c73780ccc352,0.25,1,845,1.9,-55.7,0.23,144.1,1,Active,10,5,22,0.0,1
0.455,65.7,0.05,1,35445.3,1,1,0.21,848,0.375,2,063bf38aca534aa0,0.315,1,1000,9.7,-35.8,2.41,140.8,2,Stopped,10,114,253,0.3,3
0.407,35.2,0.86,3,11231.5,1,0,0.54,1207,0.321,2,31c3449a28458c2f,0.373,1,1236,5.5,2.5,3.11,136.4,2,Stopped,16,92,236,0.062,2
0.457,60.0,0.12,1,561.1,3,1,0.18,2133,0.463,3,37ebd0de0e85a07e,0.442,2,2133,1.6,0.0,6.91,248.2,1,Active,7,267,714,0.429,4
0.56,22.8,1.9,4,1689.3,2,0,2.08,1149,0.486,3,565540dec49bedbb,0.598,4,1383,0.2,-8.2,12.95,90.7,5,Active,47,292,534,0.681,4
0.571,29.6,1.47,4,14.5,4,0,0.7,1233,0.5,3,bd29e058c7b5ed6f,0.547,4,1233,9.0,0.0,7.73,140.4,2,Stopped,6,66,126,0.5,4
0.436,14.9,0.3,2,23.7,4,1,1.1,1076,0.0,1,d0e2fa6069a72e25,0.571,4,1117,1.0,-7.2,3.74,127.7,2,Active,15,51,117,0.0,1
0.45,33.4,0.25,1,3.2,5,1,0.73,1697,0.27,1,42147d0c8dc35ea5,0.527,3,1697,0.4,52.0,2.0,121.7,3,Active,24,66,151,0.083,2
0.389,20.8,3.34,5,9157.1,1,0,2.44,1558,0.192,1,d1be01cb261e7bf9,0.405,2,1749,1.1,53.2,15.76,96.4,4,Active,48,310,802,0.542,4
0.363,198.8,0.59,2,8016.5,1,0,1.19,2314,0.285,1,bb8e0967eb5a5254,0.404,2,2360,1.6,15.0,4.31,123.0,3,Active,235,849,2487,0.864,5
0.518,19.5,0.01,1,1925.1,2,1,0.81,937,0.518,4,81cf4734f14729f7,0.5,3,937,7.1,12.0,8.06,122.6,3,Stopped,9,90,197,0.444,4
0.286,25.3,0.99,3,1002.8,2,0,0.28,1240,0.306,2,9b103579e3cb280e,0.306,1,1240,0.4,0.0,4.87,118.2,3,Active,7,121,451,1.143,5
0.623,42.3,0.21,1,3052.9,2,1,0.48,580,0.605,4,6fc0d8249557b100,0.603,4,805,0.3,-15.5,9.15,102.7,4,Active,20,385,624,1.1,5
0.597,10.7,0.86,3,4.6,5,0,1.04,735,0.0,1,1e47b383fcc4ed9c,0.462,2,887,0.2,-60.0,5.19,155.0,1,Active,8,40,67,0.0,1
0.434,69.9,0.1,1,486.7,3,1,0.98,1576,0.326,2,dd8e93f6d5022cf3,0.437,2,1720,6.9,-7.5,12.29,105.5,4,Stopped,62,775,1813,0.548,4
0.429,8.7,1.4,4,448.1,3,0,1.19,1024,0.5,3,8b5169440b5a0ce6,0.489,3,1105,1.1,-35.0,13.05,162.3,1,Active,9,99,238,1.0,5
0.59,2.4,0.39,2,4.5,5,1,2.76,1409,0.833,5,1e3607ef278e89ef,0.542,3,1409,0.2,0.0,10.57,194.0,1,Active,6,23,39,0.333,3
0.48,45.0,0.06,1,98.5,4,1,2.51,1285,0.355,2,06c467238c020a25,0.448,2,1359,26.7,4.9,8.03,112.3,4,Stopped,46,147,306,0.543,4
0.68,10.0,1.39,4,145.5,3,0,0.8,898,0.636,5,512f2273dedcf6d5,0.828,5,898,0.7,26.0,6.43,128.5,2,Active,7,56,122,0.429,4
0.56,8.4,0.25,1,4.5,5,1,1.99,892,0.4,3,a53e1d99c565b571,0.545,4,991,1.0,-22.2,4.29,130.3,2,Active,13,28,50,0.0,1
0.44,8.7,2.12,4,2743.1,2,0,1.81,981,0.3,2,2cc665eba8e07841,0.452,2,981,0.5,-6.8,14.48,119.9,3,Active,14,112,268,0.143,3
0.821,13.0,0.35,2,2.9,5,1,0.42,1028,1.0,5,4d32e404512c3830,0.787,5,1028,1.2,0.0,10.94,149.6,1,Active,5,129,162,0.2,3
0.498,10.4,3.86,5,4266.3,1,0,1.59,1192,0.426,3,d9bcfd4094ee51e8,0.488,3,1252,0.0,15.2,21.61,121.8,3,Active,16,218,452,0.75,4
0.354,55.8,0.41,2,80.6,4,1,1.13,2104,0.286,1,fb2ca188b173db92,0.414,2,2301,0.2,-1.9,8.03,102.3,4,Active,63,447,1448,0.222,3
0.489,23.7,0.59,2,769.4,3,0,1.86,1332,0.522,4,7567f4a16713b738,0.533,3,1364,4.3,41.8,10.82,96.9,4,Stopped,36,209,452,0.361,3
0.46,69.7,0.2,1,954.9,2,1,1.19,2129,0.398,3,1ec9ff4b963a422c,0.47,2,2129,7.6,21.6,16.3,94.1,5,Stopped,73,997,2458,1.397,5
0.375,33.5,0.13,1,129.9,3,1,1.27,1006,0.325,2,ff21f4e13f707f21,0.366,1,1228,1.1,4.0,6.64,85.3,5,Active,41,215,613,1.39,5
0.239,132.3,0.94,3,57.0,4,0,0.38,1236,0.126,1,6f3c1c668f26de19,0.254,1,2053,23.4,-15.9,1.13,288.2,1,Stopped,41,123,527,0.366,3
0.553,4.9,0.55,2,3.4,5,0,2.91,1734,0.545,4,777ec9460ff192cc,0.581,4,1734,0.0,61.0,13.56,149.0,1,Active,9,42,76,0.0,1
0.657,16.1,43.5,5,229.4,3,0,0.44,822,0.6,4,ad9f705c4d8b4d27,0.605,4,886,0.3,0.0,7.27,130.6,2,Active,7,115,178,0.0,1
0.649,24.0,0.45,2,32.0,4,1,0.93,1447,0.635,5,4f8c4e2f36c064af,0.639,5,1447,0.3,14.0,11.03,125.5,3,Active,22,261,410,0.545,4
0.542,19.0,1.06,4,24.9,4,0,0.82,1039,0.667,5,8410d836addf6317,0.641,5,1039,0.2,32.5,2.02,128.7,2,Active,15,37,72,0.067,2
0.583,17.1,3.19,5,88.0,4,0,2.48,1519,0.436,3,8b1704d57a7c2ad4,0.571,4,1519,0.2,9.3,16.94,92.0,5,Active,42,287,503,0.429,4
0.429,18.1,3.12,5,1531.0,2,0,1.97,1136,0.483,3,7134aabc71707e23,0.456,2,1183,0.4,27.5,11.92,104.5,4,Active,32,194,462,0.281,3
0.424,22.9,0.34,2,1535.4,2,1,1.06,1513,0.384,2,34f1e7814cae5e44,0.409,2,1513,0.1,38.8,26.51,107.1,4,Active,24,603,1694,1.0,5
0.63,45.1,4.79,5,4159.9,1,0,0.81,1298,0.333,2,b48acecb6421303c,0.656,5,1369,0.4,11.3,10.18,101.3,4,Active,22,278,446,0.091,2
0.382,34.4,0.21,1,4019.9,1,1,2.58,1429,0.256,1,5f618201eb7abf66,0.382,1,1429,0.2,13.7,12.31,73.0,5,Active,75,358,961,0.613,4
0.391,55.5,20.68,5,5350.5,1,0,0.78,1096,0.338,2,72dcf129e5a6d8f2,0.417,2,1198,0.1,-1.4,6.62,85.7,5,Active,43,366,954,0.605,4
0.382,9.5,0.34,2,3330.4,2,1,1.13,865,0.4,3,0c6419a57b50b206,0.348,1,1009,0.1,-65.0,12.78,144.6,1,Active,9,102,296,0.556,4
0.43,24.9,0.72,3,4.3,5,0,2.88,1315,0.211,1,2059c56f72e8cf15,0.446,2,1436,2.0,12.3,11.32,109.0,4,Active,27,106,249,0.037,2
0.505,19.0,0.86,3,2797.5,2,0,0.7,929,0.538,4,f20ec3561c53a02c,0.46,2,980,0.5,49.5,10.8,126.6,3,Active,10,155,327,0.3,3
0.579,21.8,1.55,4,3708.8,1,0,0.68,1621,0.389,2,fdf39857542e4c5f,0.582,4,1688,0.9,138.0,10.37,169.3,1,Active,12,182,342,0.25,3
0.5,22.1,2.38,5,10.2,4,0,1.36,902,0.0,1,326e23f3b6954132,0.625,4,926,0.2,0.0,5.0,128.0,2,Active,6,22,44,0.0,1
0.547,26.7,5.82,5,15.8,4,0,0.41,1003,0.547,4,986493b5b8d5e60b,0.545,4,1003,1.2,0.0,3.35,113.6,3,Active,5,41,75,0.0,1
0.573,8.2,11.62,5,64.9,4,0,1.78,1016,0.2,1,afb1e5a2db0e6445,0.568,4,1016,0.4,14.0,11.82,123.0,3,Active,14,93,164,0.0,1
0.414,80.3,0.12,1,8159.4,1,1,1.1,1341,0.354,2,5da4385dfc567cf1,0.446,2,1582,26.4,2.1,10.29,195.2,1,Stopped,59,554,1371,0.712,4
0.299,38.0,0.96,3,400.3,3,0,1.09,1363,0.241,1,c15bcd1ae9387290,0.261,1,1487,16.8,50.0,8.46,130.1,2,Stopped,19,148,565,0.421,4
0.468,62.7,0.7,3,157.6,3,0,0.26,1305,0.397,3,a0afab2dad17b7bd,0.453,2,1328,8.0,10.0,3.12,119.5,3,Stopped,14,171,417,1.429,5
0.466,44.1,1.34,4,543.7,3,0,0.77,1444,0.445,3,2c5bfed2e60c71fb,0.601,4,1494,0.1,8.3,17.39,122.2,3,Active,34,765,1716,0.471,4
0.364,65.9,0.51,2,4119.8,1,0,0.42,956,0.336,2,1ad9ba2a02584765,0.361,1,1016,0.0,11.9,6.81,107.5,4,Active,27,438,1268,0.741,4
0.499,43.7,0.29,2,307.1,3,1,1.49,1388,0.434,3,4fb0a7af25d7fdab,0.506,3,1390,0.2,6.7,7.88,78.1,5,Active,65,343,714,0.569,4
0.346,87.2,1.8,4,65.9,4,0,0.11,1574,0.333,2,f82a175a6df45700,0.429,2,1681,2.8,76.7,1.16,469.2,1,Active,9,95,286,0.556,4
0.532,7.7,1.03,3,6244.2,1,0,1.01,698,0.5,3,95125e7caef36d61,0.434,2,807,0.3,-62.0,20.86,145.0,1,Active,7,144,293,0.0,1
0.495,11.2,1.2,4,237.8,3,0,0.9,1205,0.667,5,8ee1be83b1fae999,0.495,3,1254,0.1,-4.5,8.31,139.0,2,Active,10,92,200,0.3,3
0.5,13.8,1.59,4,35.9,4,0,1.11,982,0.286,1,34471f1b7c893eb7,0.405,2,1057,1.2,1.6,2.7,130.8,2,Active,14,34,70,0.214,3
0.388,10.4,0.3,2,4.8,5,1,0.91,1084,0.667,5,f785b4c2dbeb28e5,0.4,1,1183,0.5,-74.0,5.95,145.1,1,Active,9,59,152,0.111,2
0.649,7.9,1.04,4,2860.9,2,0,1.16,853,0.556,4,ff4218e64d3a3f4c,0.592,4,1072,0.1,-62.5,21.36,142.5,2,Active,9,166,265,0.556,4
0.489,15.9,0.91,3,26.5,4,0,2.7,1091,0.286,1,ebe69dcdbb4c7419,0.567,4,1091,0.2,15.0,6.82,109.1,4,Active,17,43,88,0.118,2
0.493,17.2,0.45,2,16.4,4,1,1.19,862,0.286,1,3ca33e9fd8a547ff,0.607,4,940,0.5,15.4,4.24,109.0,4,Active,20,71,152,0.1,2
0.45,56.5,16.33,5,4.9,5,0,0.27,2114,0.385,2,b51f487edc790a1a,0.583,4,2132,12.4,13.0,4.2,213.8,1,Stopped,12,185,416,0.417,4
0.528,86.2,0.77,3,4382.9,1,0,2.66,2032,0.495,3,8616be5cb515f35f,0.582,4,2254,0.2,13.4,11.4,120.7,3,Active,229,980,1955,0.306,3
0.399,21.3,2.73,5,49.2,4,0,2.83,1869,0.459,3,18b51e7719c3a331,0.517,3,1913,0.8,31.8,26.56,81.0,5,Active,58,544,1484,0.259,3
0.374,32.9,0.17,1,876.6,2,1,0.32,1126,0.182,1,49997a33f94d6289,0.595,4,1179,0.9,13.0,3.68,140.8,2,Active,10,116,345,0.7,4
0.423,20.5,1.26,4,2596.8,2,0,1.81,1209,0.375,2,98fa7f5969765113,0.434,2,1228,0.0,29.7,13.31,91.7,5,Active,33,243,591,0.545,4
0.55,23.7,0.23,1,11716.1,1,1,0.6,615,0.552,4,76c6c257592e4f30,0.533,3,892,0.3,-14.2,7.95,128.7,2,Active,14,186,353,0.429,4
0.522,22.0,1.04,4,48.2,4,0,1.29,1813,0.417,3,4e5baa608eb428ee,0.603,4,1835,4.0,30.1,5.28,152.0,1,Stopped,22,90,184,0.045,2
0.554,21.9,4.05,5,2858.4,2,0,3.16,1276,0.473,3,5a5e826c1669dc12,0.548,4,1463,0.4,4.4,34.96,84.4,5,Active,60,663,1424,0.2,3
0.568,11.2,0.47,2,91.3,4,1,1.06,874,0.568,4,9fedb04eb721f66f,0.5,3,908,0.4,8.0,20.61,129.6,2,Active,8,155,280,0.0,1
0.343,8.6,1.73,4,323.3,3,0,2.02,737,0.3,2,475b8a5e225b5fac,0.361,1,840,3.6,-13.0,22.04,133.5,2,Stopped,10,109,341,0.3,3
0.511,33.5,1.48,4,7827.6,1,0,1.19,1274,0.468,3,f64533d16c30a2e5,0.558,4,1507,0.6,19.8,5.3,98.6,4,Active,39,174,370,0.359,3
0.39,22.9,1.15,4,1108.2,2,0,0.31,1212,0.417,3,087284ffec807a7f,0.42,2,1338,0.2,0.0,7.24,167.5,1,Active,7,164,439,0.286,3
0.41,24.1,0.84,3,2877.2,2,0,2.49,1358,0.371,2,86ccb0499c7f88e9,0.425,2,1379,0.0,13.9,27.11,77.4,5,Active,60,652,1669,1.05,5
0.408,6.6,3.83,5,416.9,3,0,2.27,1103,0.333,2,a0291e9883a790cb,0.551,4,1109,0.8,27.8,11.01,118.4,3,Active,13,63,174,0.846,5
0.618,42.3,0.44,2,5245.2,1,1,1.86,1430,0.571,4,7279f793eba7b36d,0.61,4,1508,8.9,21.3,17.14,89.6,5,Stopped,58,536,905,0.759,4
0.753,5.5,1.25,4,635.2,3,0,4.71,1303,0.778,5,2587c64422279158,0.808,5,1355,0.0,-13.0,58.31,123.8,3,Active,26,322,430,0.308,3
0.43,6.4,5.01,5,497.3,3,0,2.7,1084,0.575,4,eb5cd379107b1aaf,0.427,2,1084,0.0,6.7,34.59,122.7,3,Active,17,218,535,1.0,5
0.538,19.5,0.04,1,10.1,4,1,0.91,993,0.5,3,5feb060c7d8b185c,0.6,4,1090,0.5,-88.0,2.31,139.2,2,Active,11,28,52,0.091,2
0.502,43.4,0.46,2,5303.2,1,1,1.4,1887,0.34,2,98295c328f41deb5,0.552,4,1887,1.1,198.0,13.57,147.6,1,Active,11,107,223,0.273,3
0.47,23.6,1.17,4,17.9,4,0,9.0,2201,0.381,2,c9b09e0acb12255d,0.529,3,2201,22.7,0.0,43.0,246.9,1,Stopped,9,43,100,0.778,4
0.483,34.3,1.99,4,1542.5,2,0,0.89,1641,0.481,3,a7a49734e2584fb5,0.574,4,1641,0.5,1.1,47.95,114.6,3,Active,30,1618,3779,2.333,5
0.525,6.8,0.56,2,718.8,3,0,4.18,1555,0.545,4,1b83c1588c575dc5,0.562,4,1687,0.0,2.0,81.31,117.1,3,Active,28,545,1068,0.964,5
0.469,7.7,47.0,5,456.7,3,0,0.84,776,0.469,3,7a2cce74226a08d3,0.345,1,777,1.2,0.0,7.19,134.0,2,Active,5,43,96,0.2,3
0.465,54.4,0.51,2,5325.6,1,0,1.54,1418,0.329,2,7b91527735d9f4af,0.464,2,1418,25.5,13.1,9.55,89.3,5,Stopped,42,260,578,0.619,4
0.424,9.8,0.24,1,3.7,5,1,1.44,1672,0.37,2,7c9a90a3b3382589,0.455,2,1794,0.0,-81.2,9.97,229.3,1,Active,14,97,236,0.071,2
0.339,15.4,0.86,3,549.3,3,0,0.78,877,0.333,2,ea1801b3a391148a,0.383,1,947,2.4,-14.0,4.75,124.6,3,Active,10,61,186,1.3,5
0.597,30.8,0.31,2,4700.0,1,1,1.21,1348,0.446,3,4e70ccb05c97cc26,0.558,4,1348,2.7,14.0,30.33,95.5,4,Active,33,830,1408,0.485,4
0.462,4.5,1.03,3,966.1,2,0,4.39,1387,0.404,3,e85c37d1be0023c1,0.446,2,1425,0.1,54.4,48.05,116.8,3,Active,19,208,504,1.053,5
0.429,22.7,20.78,5,160.3,3,0,0.57,791,0.333,2,be68e66b5d110fe7,0.447,2,862,0.0,-27.0,5.03,127.5,2,Active,9,79,196,0.0,1
0.287,42.7,0.67,3,13.5,4,0,0.18,1423,0.192,1,331580376ef0b9ee,0.325,1,1463,1.8,0.0,1.1,180.9,1,Active,7,44,167,0.143,3
0.674,5.7,0.16,1,763.9,3,1,1.81,1334,0.2,1,7125e6352cdc2ed5,0.582,4,1334,0.2,-1.5,22.5,189.3,1,Active,10,124,184,0.0,1
0.428,65.8,2.41,5,4244.8,1,0,2.58,1735,0.4,3,2a80f0227e53bdae,0.436,2,1853,0.4,8.1,28.15,63.0,5,Active,166,1813,5140,1.217,5
0.4,96.0,0.26,1,39327.5,1,1,0.06,1180,0.667,5,7b5c066a838dd7f3,0.288,1,1412,7.0,-59.7,0.9,589.0,1,Stopped,5,80,240,0.4,4
0.424,45.9,0.11,1,3506.2,1,1,0.97,1221,0.38,2,06554a2d2091092f,0.454,2,1263,0.5,16.7,8.84,77.3,5,Active,42,383,912,0.238,3
0.534,35.9,0.72,3,14420.0,1,0,0.99,1612,0.489,3,18ac63117849119e,0.588,4,1612,0.4,33.3,14.66,91.9,5,Active,35,516,1012,0.657,4
0.555,48.1,1.72,4,620.9,3,0,1.15,2299,0.495,3,00b8354a23b68002,0.584,4,2446,0.2,-0.9,20.55,126.5,3,Active,55,985,2132,2.218,5
0.283,33.5,0.31,2,556.9,3,1,1.18,950,0.0,1,5d1154df1d0cdd13,0.314,1,950,10.6,0.0,5.7,130.7,2,Stopped,6,29,106,0.0,1
0.42,18.3,0.48,2,8072.9,1,1,0.89,964,0.375,2,2fea6dd7be6558f9,0.446,2,1020,2.7,13.8,4.34,117.8,3,Active,14,68,176,0.143,3
0.412,9.5,2.76,5,2111.7,2,0,2.9,1219,0.362,2,3d5df958a07337c9,0.41,2,1219,0.0,17.4,28.47,108.2,4,Active,26,255,631,0.269,3
0.425,81.8,0.01,1,8002.9,1,1,0.36,1446,0.402,3,2e0e448879accc6b,0.427,2,1570,1.1,9.2,10.03,111.9,4,Active,29,802,2481,3.931,5
0.493,31.0,1.21,4,1760.4,2,0,2.02,1621,0.473,3,bdfabaab459d5092,0.487,3,1701,1.3,15.0,23.57,83.0,5,Active,60,700,1524,1.05,5
0.403,64.6,0.51,2,6199.9,1,0,2.77,1705,0.33,2,484604d57e37b1d3,0.474,2,1897,28.2,7.1,20.2,77.8,5,Stopped,98,715,2027,1.092,5
0.425,107.4,1.63,4,247.8,3,0,0.97,759,0.071,1,9a2be018c3d01cd1,0.393,1,1426,65.1,-13.6,2.42,239.2,1,Stopped,41,102,247,0.122,2
0.429,22.7,0.08,1,11.6,4,1,0.69,1066,0.211,1,d1738c2adbd7f96c,0.427,2,1161,0.4,-6.3,2.73,127.6,2,Active,15,59,140,0.0,1
0.62,72.5,2.49,5,566.4,3,0,0.33,1275,0.833,5,e81eb76f30b0428b,0.649,5,1275,1.9,17.8,1.88,107.1,4,Active,23,129,213,0.261,3
0.385,107.5,0.81,3,7.6,5,0,0.9,1529,0.216,1,996bcc936168c1ea,0.339,1,1753,7.2,14.0,3.31,167.5,1,Stopped,90,332,865,0.089,2
0.55,35.5,3.17,5,107.8,3,0,0.18,1038,0.543,4,b4d3aa3cabaec4e9,0.529,3,1038,1.8,0.0,9.18,135.3,2,Active,5,258,504,0.6,4
0.569,22.4,0.48,2,11.8,4,1,0.38,1492,0.167,1,9c540c03f1451103,0.654,5,1492,1.3,0.0,2.74,132.5,2,Active,8,58,102,0.0,1
0.744,36.6,0.02,1,682.8,3,1,0.17,1073,0.682,5,aaa2ebe875c2260d,0.782,5,1073,4.0,0.0,24.67,113.6,3,Stopped,5,728,999,2.2,5
0.522,21.2,0.74,3,829.9,3,0,1.14,936,0.429,3,f44e1d447fcac989,0.619,4,1099,0.2,-29.3,7.72,114.5,3,Active,19,129,276,0.053,2
0.437,10.6,0.13,1,54.4,4,1,0.79,1408,0.293,2,d50d454bc27b79df,0.415,2,1408,2.4,0.0,8.71,164.3,1,Active,6,66,158,0.0,1
0.489,61.2,2.5,5,3181.7,2,0,1.66,1775,0.686,5,d07118206fb3a587,0.433,2,1848,34.8,26.3,6.66,109.9,4,Stopped,44,176,378,0.568,4
0.859,3.9,9.42,5,759.1,3,0,2.58,1440,0.731,5,89e7029ac881a416,0.785,5,1440,0.1,0.0,43.87,126.1,3,Active,10,170,198,1.2,5
0.45,55.0,0.02,1,1150.3,2,1,0.37,772,0.333,2,ab747794cdc9edf9,0.393,1,805,9.4,22.0,2.65,111.9,4,Stopped,17,121,278,0.471,4
0.546,67.6,0.44,2,1043.7,2,1,0.24,1433,0.514,4,afe69dad900909d7,0.552,4,1433,0.1,27.2,8.86,122.9,3,Active,16,583,1187,1.312,5
0.626,21.8,0.7,3,7469.3,1,0,0.99,1573,0.667,5,5569808b68c36916,0.578,4,1573,0.0,67.0,14.83,117.1,3,Active,17,255,409,0.0,1
0.354,5.2,4.86,5,5.7,5,0,3.04,1063,0.333,2,d259fa5c702c67e2,0.545,4,1063,2.6,18.0,11.01,132.3,2,Active,8,29,82,0.0,1
0.435,16.2,1.77,4,7921.1,1,0,0.59,962,0.417,3,9e60918f5fd4e1f2,0.453,2,974,4.3,0.0,9.32,123.1,3,Stopped,7,111,294,0.143,3
0.415,42.7,0.2,1,16.2,4,1,0.98,1990,0.408,3,cb263dff9f765486,0.485,3,1990,22.9,74.0,3.47,172.1,1,Stopped,19,67,171,0.316,3
0.519,155.6,0.46,2,29006.9,1,1,0.75,2225,0.489,3,d896760e2387533e,0.609,4,2423,6.8,4.5,16.84,148.1,1,Stopped,112,2505,5190,1.179,5
0.346,95.5,0.38,2,4934.6,1,1,2.03,1612,0.268,1,c765ea35eda63a03,0.348,1,1612,67.4,15.3,18.11,190.6,1,Stopped,57,509,1499,0.561,4
0.344,40.7,1.26,4,8.2,4,0,0.42,1612,0.444,3,7894771982462619,0.294,1,1612,1.2,14.5,1.44,175.9,1,Active,13,45,131,0.0,1
0.712,9.8,2.37,5,882.8,2,0,0.71,1281,0.714,5,440f5758c8513904,0.694,5,1335,0.0,0.0,25.4,160.6,1,Active,7,249,354,0.286,3
0.444,33.6,1.62,4,53.1,4,0,0.62,1759,0.385,2,b35b7287d24b1d68,0.486,3,1779,0.6,34.3,4.21,113.7,3,Active,20,136,322,0.3,3
0.45,20.1,0.05,1,3.1,5,1,1.06,876,0.0,1,81ff8a41c7a2c5b3,0.429,2,885,11.5,0.0,3.01,129.2,2,Stopped,6,17,40,0.0,1
0.343,53.5,0.16,1,18726.3,1,1,0.53,706,0.417,3,67c919483ef7e25e,0.439,2,1008,1.0,3.1,1.14,105.8,4,Active,27,58,178,0.259,3
0.621,8.8,1.55,4,3597.1,1,0,1.9,1023,0.625,5,0b66c0d2f1c5a45e,0.604,4,1046,0.8,18.0,16.71,109.3,4,Active,15,132,219,0.667,4
0.646,82.8,0.02,1,37380.4,1,1,0.17,800,1.0,5,6fc00b5d9d4e0d59,0.429,2,1050,2.2,-11.0,0.41,135.0,2,Active,13,31,48,0.077,2
